in s,C2 in V
-2.9132756E-03,6.43461E+00
-2.9132304E-03,6.43461E+00
-2.9131852E-03,6.41508E+00
-2.9131400E-03,6.39555E+00
-2.9130948E-03,6.45414E+00
-2.9130496E-03,6.43461E+00
-2.9130044E-03,6.39555E+00
-2.9129592E-03,6.39555E+00
-2.9129140E-03,6.41508E+00
-2.9128688E-03,6.39555E+00
-2.9128236E-03,6.43461E+00
-2.9127784E-03,6.43461E+00
-2.9127332E-03,6.47367E+00
-2.9126880E-03,6.35648E+00
-2.9126428E-03,6.41508E+00
-2.9125976E-03,6.39555E+00
-2.9125524E-03,6.43461E+00
-2.9125072E-03,6.41508E+00
-2.9124620E-03,6.39555E+00
-2.9124168E-03,6.41508E+00
-2.9123716E-03,6.39555E+00
-2.9123264E-03,6.39555E+00
-2.9122812E-03,6.43461E+00
-2.9122360E-03,6.39555E+00
-2.9121908E-03,6.45414E+00
-2.9121456E-03,6.35648E+00
-2.9121004E-03,6.43461E+00
-2.9120552E-03,6.37602E+00
-2.9120100E-03,6.43461E+00
-2.9119648E-03,6.39555E+00
-2.9119196E-03,6.41508E+00
-2.9118744E-03,6.33695E+00
-2.9118292E-03,6.35648E+00
-2.9117840E-03,6.41508E+00
-2.9117388E-03,6.41508E+00
-2.9116936E-03,6.33695E+00
-2.9116484E-03,6.41508E+00
-2.9116032E-03,6.37602E+00
-2.9115580E-03,6.37602E+00
-2.9115128E-03,6.37602E+00
-2.9114676E-03,6.39555E+00
-2.9114224E-03,6.35648E+00
-2.9113772E-03,6.41508E+00
-2.9113320E-03,6.39555E+00
-2.9112868E-03,6.39555E+00
-2.9112416E-03,6.39555E+00
-2.9111964E-03,6.41508E+00
-2.9111512E-03,6.33695E+00
-2.9111060E-03,6.41508E+00
-2.9110608E-03,6.39555E+00
-2.9110156E-03,6.39555E+00
-2.9109704E-03,6.39555E+00
-2.9109252E-03,6.39555E+00
-2.9108800E-03,6.35648E+00
-2.9108348E-03,6.39555E+00
-2.9107896E-03,6.41508E+00
-2.9107444E-03,6.37602E+00
-2.9106992E-03,6.39555E+00
-2.9106540E-03,6.35648E+00
-2.9106088E-03,6.43461E+00
-2.9105636E-03,6.31742E+00
-2.9105184E-03,6.39555E+00
-2.9104732E-03,6.39555E+00
-2.9104280E-03,6.27836E+00
-2.9103828E-03,6.39555E+00
-2.9103376E-03,6.33695E+00
-2.9102924E-03,6.41508E+00
-2.9102472E-03,6.33695E+00
-2.9102020E-03,6.35648E+00
-2.9101568E-03,6.35648E+00
-2.9101116E-03,6.35648E+00
-2.9100664E-03,6.35648E+00
-2.9100212E-03,6.37602E+00
-2.9099760E-03,6.35648E+00
-2.9099308E-03,6.43461E+00
-2.9098856E-03,6.35648E+00
-2.9098404E-03,6.39555E+00
-2.9097952E-03,6.35648E+00
-2.9097500E-03,6.39555E+00
-2.9097048E-03,6.33695E+00
-2.9096596E-03,6.39555E+00
-2.9096144E-03,6.37602E+00
-2.9095692E-03,6.37602E+00
-2.9095240E-03,6.39555E+00
-2.9094788E-03,6.37602E+00
-2.9094336E-03,6.39555E+00
-2.9093884E-03,6.39555E+00
-2.9093432E-03,6.37602E+00
-2.9092980E-03,6.41508E+00
-2.9092528E-03,6.35648E+00
-2.9092076E-03,6.41508E+00
-2.9091624E-03,6.35648E+00
-2.9091172E-03,6.33695E+00
-2.9090720E-03,6.39555E+00
-2.9090268E-03,6.41508E+00
-2.9089816E-03,6.33695E+00
-2.9089364E-03,6.35648E+00
-2.9088912E-03,6.33695E+00
-2.9088460E-03,6.33695E+00
-2.9088008E-03,6.37602E+00
-2.9087556E-03,6.41508E+00
-2.9087104E-03,6.37602E+00
-2.9086652E-03,6.35648E+00
-2.9086200E-03,6.33695E+00
-2.9085748E-03,6.39555E+00
-2.9085296E-03,6.41508E+00
-2.9084844E-03,6.39555E+00
-2.9084392E-03,6.29789E+00
-2.9083940E-03,6.39555E+00
-2.9083488E-03,6.33695E+00
-2.9083036E-03,6.35648E+00
-2.9082584E-03,6.33695E+00
-2.9082132E-03,6.39555E+00
-2.9081680E-03,6.37602E+00
-2.9081228E-03,6.35648E+00
-2.9080776E-03,6.31742E+00
-2.9080324E-03,6.41508E+00
-2.9079872E-03,6.33695E+00
-2.9079420E-03,6.35648E+00
-2.9078968E-03,6.37602E+00
-2.9078516E-03,6.41508E+00
-2.9078064E-03,6.33695E+00
-2.9077612E-03,6.33695E+00
-2.9077160E-03,6.33695E+00
-2.9076708E-03,6.39555E+00
-2.9076256E-03,6.25883E+00
-2.9075804E-03,6.33695E+00
-2.9075352E-03,6.31742E+00
-2.9074900E-03,6.27836E+00
-2.9074448E-03,6.39555E+00
-2.9073996E-03,6.33695E+00
-2.9073544E-03,6.33695E+00
-2.9073092E-03,6.35648E+00
-2.9072640E-03,6.33695E+00
-2.9072188E-03,6.33695E+00
-2.9071736E-03,6.35648E+00
-2.9071284E-03,6.33695E+00
